date,tsmom
1990-04-30,-0.019788446834265925
1990-05-31,-0.051238327831546505
1990-06-29,0.010280956840806663
1990-07-31,0.04599715710454969
1990-08-31,0.12016914509135777
1990-09-28,0.05110985658407175
1990-10-31,-0.041256902790254145
1990-11-30,-0.005161857405064491
1990-12-31,0.009963768362911438
1991-01-31,-0.0037436219318042166
1991-02-28,-0.02231375575017601
1991-03-29,-0.01932290991563139
1991-04-30,0.033194348801816154
1991-05-31,-0.008065799651273731
1991-06-28,0.013051401664996833
1991-07-31,-0.031665142223802144
1991-08-30,0.035117755350528704
1991-09-30,0.02577102219866838
1991-10-31,0.0070851840294722385
1991-11-29,0.001251842417468209
1991-12-31,0.07377440684670553
1992-01-31,-0.017242935469414154
1992-02-28,-0.0011883591162558022
1992-03-31,-0.018414216792208955
1992-04-30,0.026281029120499195
1992-05-29,0.007179043296048942
1992-06-30,0.02063787434618524
1992-07-31,0.053152689265243754
1992-08-31,0.049961318689044694
1992-09-30,0.03218555800221532
1992-10-30,-0.006924141533070467
1992-11-30,0.015228895440841928
1992-12-31,0.020308618369820584
1993-01-29,0.02578206242524579
1993-02-26,0.054606362339931054
1993-03-31,-0.0054391539733388465
1993-04-30,-0.007383622050448092
1993-05-31,0.02852776516373375
1993-06-30,0.01564753189152667
1993-07-30,0.0323012437322396
1993-08-31,0.06334870137914193
1993-09-30,-0.018962939690318176
1993-10-29,0.04578033404692041
1993-11-30,0.0076157909305276175
1993-12-31,0.061668835911762324
1994-01-31,0.010359701890973665
1994-02-28,-0.04539086031516148
1994-03-31,-0.06179027276682424
1994-04-29,-0.007863452812621519
1994-05-31,0.004270317768661947
1994-06-30,-0.011169963464351222
1994-07-29,-0.019558594394740777
1994-08-31,0.01824081872610036
1994-09-30,0.02701707585636091
1994-10-31,0.015138988123104219
1994-11-30,0.020694522847768182
1994-12-30,0.020450601724172568
1995-01-31,0.009074528590297752
1995-02-28,-0.02330264876070066
1995-03-31,0.04211193421418415
1995-04-28,-3.5223225277447844e-05
1995-05-31,0.010310231662452781
1995-06-30,0.009526324466071025
1995-07-31,-0.01331820452637648
1995-08-31,-0.016870403523726547
1995-09-29,0.044236413162401775
1995-10-31,0.022435230173645255
1995-11-30,0.03185660939413043
1995-12-29,0.016956315740556772
1996-01-31,-0.030084618704797627
1996-02-29,-0.020724711752904978
1996-03-29,0.026343980337010565
1996-04-30,0.04182736985948304
1996-05-31,0.0018490372917362363
1996-06-28,0.017416600138537294
1996-07-31,-0.04464968759784939
1996-08-30,0.04674880317973435
1996-09-30,0.08653349225113771
1996-10-31,0.019884225231469932
1996-11-29,0.07568439966192662
1996-12-31,0.03095382074378904
1997-01-31,0.03938147394861581
1997-02-28,-0.0168667077487352
1997-03-31,0.02095656580309168
1997-04-30,0.02572830533602175
1997-05-30,0.010412483619019842
1997-06-30,0.032942619416910034
1997-07-31,0.07551188556698647
1997-08-29,-0.04901567166981995
1997-09-30,0.040248791733335794
1997-10-31,-0.0034631685018701357
1997-11-28,0.017649177013483733
1997-12-31,0.050498934924264625
1998-01-30,0.029369715708771775
1998-02-27,0.024926235364957573
1998-03-31,0.048510918026452396
1998-04-30,0.0025138783467943816
1998-05-29,0.04745017188350618
1998-06-30,0.029624507409811537
1998-07-31,0.04317541782951924
1998-08-31,0.06230519841811961
1998-09-30,0.006995654240242156
1998-10-30,-0.011947865920535152
1998-11-30,0.030625063554785076
1998-12-31,0.03691169707670028
1999-01-29,-0.0030196297024954735
1999-02-26,-0.026409009896583388
1999-03-31,-0.0389664614994058
1999-04-30,-0.009551424869436404
1999-05-31,0.0031237351181530536
1999-06-30,-0.029049186166632636
1999-07-30,0.0052703574410871016
1999-08-31,-0.00194345622096054
1999-09-30,0.002916899760115151
1999-10-29,0.018899522973074224
1999-11-30,0.05949974008670874
1999-12-31,0.06709836903662318
2000-01-31,-0.0027657873190553447
2000-02-29,0.01933187693823951
2000-03-31,-0.036149407360659414
2000-04-28,0.017186854748509884
2000-05-31,0.008913829983645653
2000-06-30,0.011473648031659303
2000-07-31,0.0003415795488945064
2000-08-31,0.051634652366153964
2000-09-29,-0.014110584022819651
2000-10-31,0.027649039793268552
2000-11-30,0.039265119444458894
2000-12-29,-0.011537515126480711
2001-01-31,-0.00034123696739789483
2001-02-28,0.03113510568543592
2001-03-30,0.061224108637271714
2001-04-30,-0.06439160677963347
2001-05-31,0.004425729260867009
2001-06-29,0.02196103900291187
2001-07-31,0.00584590140300046
2001-08-31,0.03924846799824861
2001-09-28,0.08824172063804378
2001-10-31,0.049799075831110325
2001-11-30,-0.05665006602383542
2001-12-31,-0.003885436296075836
2002-01-31,0.011963557387025927
2002-02-28,0.004632563936858031
2002-03-29,-0.055527035631553125
2002-04-30,0.014735687365488281
2002-05-31,0.028944786505078007
2002-06-28,0.060522650416581183
2002-07-31,0.05413756759073167
2002-08-30,0.024419156141654467
2002-09-30,0.0709587067884725
2002-10-31,-0.03070240998163368
2002-11-29,-0.009069473201382024
2002-12-31,0.09394986170416385
2003-01-31,0.058861531040853066
2003-02-28,0.05158645752013277
2003-03-31,-0.02521419112303154
2003-04-30,-0.00046112512576518787
2003-05-30,0.06384687094707435
2003-06-30,-0.024824134845148327
2003-07-31,-0.06423386521076882
2003-08-29,-0.020370388892186078
2003-09-30,0.05992209210945889
2003-10-31,0.03535072617078629
2003-11-28,0.017918621924536523
2003-12-31,0.07439123913256443
2004-01-30,0.008379340723571445
2004-02-27,0.05899062445858277
2004-03-31,0.0038335698024353905
2004-04-30,-0.044223901425254446
2004-05-31,-0.013497715560271935
2004-06-30,-0.016601894858102713
2004-07-30,-0.003961694495139584
2004-08-31,0.0037246763270358057
2004-09-30,0.058483555991295295
2004-10-29,0.014306363370600025
2004-11-30,0.054009124210810215
2004-12-31,0.0043579559642338275
2005-01-31,0.023305647778311005
2005-02-28,-0.009468345245685926
2005-03-31,0.006039598043895689
2005-04-29,-0.036999444874553186
2005-05-31,0.025408278600628116
2005-06-30,0.05548986415891964
2005-07-29,0.007063638949177688
2005-08-31,0.02363198032801154
2005-09-30,0.0162177237886513
2005-10-31,-0.022745844024621972
2005-11-30,0.03946531941162819
2005-12-30,0.022089745124342676
2006-01-31,0.0358915161211629
2006-02-28,-0.005574286937179226
2006-03-31,0.045144515617868475
2006-04-28,0.012489314397926131
2006-05-31,-0.029910100367127452
2006-06-30,0.001157905056871839
2006-07-31,-0.007050989567590713
2006-08-31,-0.014120933527532407
2006-09-29,0.014486503519657547
2006-10-31,0.01781337257688956
2006-11-30,0.0077642724882416875
2006-12-29,0.03702915787879446
2007-01-31,0.026607872413541726
2007-02-28,-0.033721030295250747
2007-03-30,0.021196151947391065
2007-04-30,0.05035215285643988
2007-05-31,0.022544846076230928
2007-06-29,0.023743209181716227
2007-07-31,-0.05535004402073344
2007-08-31,-0.022789893891451772
2007-09-28,0.041116204563572824
2007-10-31,0.049638007003690865
2007-11-30,-0.02333388174023335
2007-12-31,0.03579707033854687
2008-01-31,-0.03237846215365862
2008-02-29,0.09398097234476453
2008-03-31,-0.027441712069389924
2008-04-30,-0.021670087516154755
2008-05-30,0.0009622339603968144
2008-06-30,0.07902484928361375
2008-07-31,-0.03463644105362344
2008-08-29,-0.035430179909653386
2008-09-30,-0.015016843300295372
2008-10-31,0.08946914737483128
2008-11-28,0.0804842421429007
2008-12-31,0.06119056788412496
2009-01-30,0.0027157542425416134
2009-02-27,0.02517177664821694
2009-03-31,-0.02197187255944201
2009-04-30,-0.04459628839056823
2009-05-29,-0.07372198065562005
2009-06-30,0.014898067616485494
2009-07-31,-0.034004979237750935
2009-08-31,0.019219066228940804
2009-09-30,0.009056305583648387
2009-10-30,-0.02296739117462749
2009-11-30,0.04336351777200169
2009-12-31,-0.014881244402699572
2010-01-29,-0.04645557535927846
2010-02-26,0.020601771100915548
2010-03-31,0.051966210430754806
2010-04-30,0.021413859836123882
2010-05-31,-0.051332574356984
2010-06-30,0.011675673089326004
2010-07-30,-0.008784530331826556
2010-08-31,0.05556436853658191
2010-09-30,0.011585073269477709
2010-10-29,0.021221072497418177
2010-11-30,-0.006949502967031797
2010-12-31,0.045136358985062915
2011-01-31,-0.006735505950820748
2011-02-28,0.04227940525311575
2011-03-31,-0.01645006722191676
2011-04-29,0.051444894715286946
2011-05-31,-0.012204570537377087
2011-06-30,-0.02377726372706955
2011-07-29,0.01884386464560804
2011-08-31,0.02670789248910373
2011-09-30,-0.09370646991844093
2011-10-31,-0.01818792462077632
2011-11-30,0.024827693620345977
2011-12-30,0.014490551701040464
2012-01-31,-0.008343505719501702
2012-02-29,-0.022010438679799668
2012-03-30,0.00212072667356102
2012-04-30,0.03647461133782395
2012-05-31,0.10704271202686286
2012-06-29,-0.06701131864588614
2012-07-31,0.01753952691777802
2012-08-31,-0.017385207885681188
2012-09-28,-0.03701619102727732
2012-10-31,-0.011202984133513054
2012-11-30,-0.0025750333395101687
2012-12-31,0.010549991341338483
2013-01-31,0.00796156345165781
2013-02-28,0.018596708636554837
2013-03-29,0.01250043023508341
2013-04-30,0.060945322401650376
2013-05-31,-0.02217600731614785
2013-06-28,0.0031865067271867834
2013-07-31,0.03421316930158814
2013-08-30,-0.006954238474555835
2013-09-30,-0.014718595010134646
2013-10-31,0.025179643555693305
2013-11-29,0.036386195098548874
2013-12-31,0.01650278032335603
2014-01-31,-0.04656821671673371
2014-02-28,-0.00921154256188269
2014-03-31,0.011585800109194976
2014-04-30,-0.0010968221718737723
2014-05-30,-0.002265824268154836
2014-06-30,0.023181115854187872
2014-07-31,-0.006265376157247904
2014-08-29,0.03413602489806218
2014-09-30,0.03963125704793399
2014-10-31,0.00827955030992769
2014-11-28,0.08466501560035941
2014-12-31,0.045907045603991545
2015-01-30,0.1296483996951946
2015-02-27,-0.025589333816086274
2015-03-31,0.05861726092221829
2015-04-30,-0.06584541621765394
2015-05-29,0.013864519931831043
2015-06-30,-0.05775239272878253
2015-07-31,0.08739293598592027
2015-08-31,-0.017846180645683805
2015-09-30,0.030582398404428387
2015-10-30,-0.006675650904395283
2015-11-30,0.04294550778753717
2015-12-31,-0.0036872342066757084
2016-01-29,0.028501296801885588
2016-02-29,0.016981513402335585
2016-03-31,-0.052387724638846465
2016-04-29,-0.04822052693903596
2016-05-31,0.011706615228243091
2016-06-30,0.07081733717108951
2016-07-29,-0.008518023642430412
2016-08-31,-0.01695808784073624
2016-09-30,0.01319622374339822
2016-10-31,-0.03460494571181458
2016-11-30,-0.049363665737210134
2016-12-30,-0.04048094012635981
2017-01-31,0.0044336825127834715
2017-02-28,0.039528044786134794
2017-03-31,-0.0171981428915579
2017-04-28,-0.024467317859695432
2017-05-31,0.0055167121879663465
2017-06-30,-0.010835693071321895
2017-07-31,-0.0014663591496809115
2017-08-31,-0.0033313818806715062
2017-09-29,0.021476809602548504
2017-10-31,0.02415934029109994
2017-11-30,-0.013832729496918925
2017-12-29,0.04298820894745649
2018-01-31,0.016757885865437184
2018-02-28,-0.05469850374261458
2018-03-30,-0.01341588871910796
2018-04-30,0.009614252078796305
2018-05-31,-0.021090965286766326
2018-06-29,-0.0004851171137942395
2018-07-31,-0.0027989141820459777
2018-08-31,0.02737726767856669
2018-09-28,-0.014719515228664184
2018-10-31,-0.005361021428591388
2018-11-30,-0.025716741080729324
2018-12-31,-0.00692242031585267
2019-01-31,-0.060621982517707465
2019-02-28,-0.004765331342570944
2019-03-29,0.057940937951191526
2019-04-30,-0.003047415636989946
2019-05-31,0.05720178742304024
2019-06-28,-0.003765626258660615
2019-07-31,0.026477082407137115
2019-08-30,0.1015839723249539
2019-09-30,-0.05760481115289167
2019-10-31,-0.03896842370920268
2019-11-29,-0.001358839517305879
2019-12-31,-0.028566991654322856
2020-01-31,0.016655785119750736
2020-02-28,0.012594143901184893
2020-03-31,0.0912803080699861
2020-04-30,-0.013317569855194826
2020-05-29,-0.04342151815245371
2020-06-30,-0.016474750873226085
2020-07-31,-0.02704733643540264
2020-08-31,-0.024574560075424808
2020-09-30,-0.020041403341537586
2020-10-30,0.0020272367618590823
2020-11-30,-0.07488127276504387
2020-12-31,0.037328800885534245
2021-01-29,-0.009888157079220927
2021-02-26,-0.045275255464549816
2021-03-31,-0.0006656781460722649
2021-04-30,0.044184472817072266
2021-05-31,0.029314353568095933
2021-06-30,-0.03889093268406172
2021-07-30,-0.03487965061813829
2021-08-31,0.013114524503826244
2021-09-30,0.01085245971541906
2021-10-29,0.06431121058422054
2021-11-30,-0.11474798538175221
2021-12-31,0.0502264887892976
2022-01-31,0.05476143410820514
2022-02-28,0.039291982540647655
2022-03-31,0.10142167496494577
2022-04-29,0.051745162423570766
2022-05-31,0.0035877081852954762
2022-06-30,-0.0036402546652786315
2022-07-29,-0.05217947022136073
2022-08-31,0.0651629368378641
2022-09-30,0.046935552650603916
2022-10-31,-0.017309348974066403
2022-11-30,-0.06890968193097195
2022-12-30,0.015804105655952253
2023-01-31,-0.06298962640408795
2023-02-28,0.024858520794684112
2023-03-31,-0.0361578182563287
2023-04-28,0.02901878956300332
2023-05-31,0.024298579875138244
2023-06-30,0.015540020361260213
2023-07-31,-0.013810043907105522
2023-08-31,0.006613888959200841
2023-09-29,-0.007798935802627509
2023-10-31,-0.0039028393665126713
2023-11-30,0.010897531188652568
2023-12-29,-0.06519428843752338
2024-01-31,0.021276561472346463
2024-02-29,0.055288369327863844
2024-03-29,0.0363622746223516
2024-04-30,0.016894154637738686
2024-05-31,0.004110553091313748
2024-06-28,-0.016992056701732067
2024-07-31,-0.028039630767898047
2024-08-30,-0.034845914805525034
2024-09-30,0.007562925409701326
2024-10-31,-0.04585789462852383
2024-11-29,0.02131314728295582
2024-12-31,0.002137762513348574
2025-01-31,0.02748280383956409
2025-02-28,-0.01917188106888854
2025-03-31,-0.003665120116168735
2025-04-30,-0.02985465815588048
2025-05-30,-0.00432241437201984
2025-06-30,-0.025469962792054823
2025-07-31,-0.00614585374993502
2025-08-29,0.010438562393029831
2025-09-30,0.031121658576530983
2025-10-31,-0.004970280936117773
2025-11-28,0.016745208456564686
2025-12-31,0.027824829113933615
2026-01-30,0.042563453703255524
2026-02-27,0.032790176096340246
2026-03-31,0.018785531057991117
2026-04-30,0.05154143280320927
2026-05-29,2.5582670235817804e-05
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
