Date,AdjClose
2006-06-30,238.5556
2006-07-31,242.2409
2006-08-31,276.1812
2006-09-29,291.4876
2006-10-31,274.5175
2006-11-30,248.8958
2006-12-29,214.6227
2007-01-31,162.2149
2007-02-27,161.2166
2007-03-30,169.7017
2007-04-30,166.3742
2007-05-31,204.973
2007-06-29,195.3233
2007-07-31,199.9818
2007-08-31,277.0458
2007-09-28,221.3128
2007-10-31,305.7216
2007-11-30,277.0458
2007-12-31,277.0458
2008-01-31,274.7332
2008-02-29,304.3341
2008-03-31,315.8969
2008-04-30,363.0733
2008-05-30,374.1737
2008-06-30,314.5094
2008-07-31,311.6534
2008-08-29,378.9859
2008-09-30,311.0121
2008-10-31,252.3366
2008-11-28,210.9752
2008-12-31,209.6927
2009-01-21,203.2801
2009-02-27,246.8859
2009-03-31,267.4063
2009-04-30,287.2854
2009-05-27,336.0213
2009-06-30,297.5456
2009-07-31,286.9648
2009-08-31,237.1847
2009-09-30,252.9492
2009-10-30,236.4681
2009-11-30,261.548
2009-12-31,262.6229
2010-01-04,261.9064
2010-01-05,266.5641
2010-01-06,267.6389
2010-01-07,256.5321
2010-01-08,262.6229
2010-01-11,264.4144
2010-01-12,269.0721
2010-01-13,268.3555
2010-01-14,271.2218
2010-01-15,270.5052
2010-01-18,268.7138
2010-01-19,266.5641
2010-01-20,263.6978
2010-01-21,264.0561
2010-01-22,262.9812
2010-01-25,262.6229
2010-01-26,257.607
2010-01-27,239.6927
2010-01-28,233.6019
2010-01-29,225.7196
2010-02-01,225.3613
2010-02-02,227.8693
2010-02-03,226.0779
2010-02-04,226.0779
2010-02-05,214.9711
2010-02-08,199.2065
2010-02-09,212.8213
2010-02-10,220.3453
2010-02-22,229.3024
2010-02-23,231.4522
2010-02-24,230.019
2010-02-25,228.2276
2010-02-26,232.1687
2010-03-01,232.8853
2010-03-02,236.4681
2010-03-03,231.8104
2010-03-04,229.3024
2010-03-05,231.0938
2010-03-08,242.559
2010-03-09,241.8424
2010-03-10,241.8424
2010-03-11,242.2007
2010-03-12,245.0669
2010-03-15,240.051
2010-03-16,241.1258
2010-03-17,247.2167
2010-03-18,250.7995
2010-03-19,252.9493
2010-03-22,251.1578
2010-03-23,255.0989
2010-03-24,253.3075
2010-03-25,258.3235
2010-03-26,264.7727
2010-03-29,264.0561
2010-03-30,260.115
2010-03-31,265.8475
2010-04-01,269.4304
2010-04-02,268.7138
2010-04-06,273.0132
2010-04-07,288.0612
2010-04-08,279.8206
2010-04-09,277.6709
2010-04-12,282.6869
2010-04-13,278.7458
2010-04-14,283.0452
2010-04-15,283.4035
2010-04-16,280.8955
2010-04-19,276.9543
2010-04-20,283.4035
2010-04-21,285.1949
2010-04-22,288.7777
2010-04-23,290.9275
2010-04-26,295.9435
2010-04-27,299.168
2010-04-28,295.9435
2010-04-29,297.7349
2010-04-30,303.4674
2010-05-03,309.2
2010-05-04,319.5903
2010-05-05,315.2909
2010-05-06,300.9594
2010-05-07,300.9594
2010-05-10,299.5263
2010-05-11,298.0931
2010-05-12,298.0931
2010-05-13,309.5583
2010-05-14,307.0503
2010-05-17,305.2589
2010-05-18,315.2909
2010-05-19,320.3069
2010-05-20,313.8577
2010-05-21,302.0343
2010-05-24,318.8737
2010-05-25,308.4834
2010-05-26,304.184
2010-05-27,304.5423
2010-05-28,311.708
2010-05-31,311.708
2010-06-01,307.0503
2010-06-02,294.8686
2010-06-03,299.5263
2010-06-04,296.66
2010-06-07,290.9275
2010-06-08,304.5423
2010-06-09,298.4514
2010-06-10,298.8097
2010-06-11,299.8846
2010-06-14,303.1092
2010-06-15,309.2
2010-06-17,309.9166
2010-06-18,310.2749
2010-06-21,315.2909
2010-06-22,310.2749
2010-06-23,308.1252
2010-06-24,305.6172
2010-06-25,302.3926
2010-06-28,303.1092
2010-06-29,300.9594
2010-06-30,308.1252
2010-07-01,308.1252
2010-07-02,316.0074
2010-07-05,337.8628
2010-07-06,354.7022
2010-07-07,359.0016
2010-07-08,378.3491
2010-07-09,376.9159
2010-07-12,398.413
2010-07-13,390.5307
2010-07-14,393.397
2010-07-15,409.1615
2010-07-16,404.8622
2010-07-19,405.5787
2010-07-20,413.4609
2010-07-21,401.2792
2010-07-22,397.6964
2010-07-23,394.8301
2010-07-26,408.4449
2010-07-27,409.1615
2010-07-28,420.1601
2010-07-29,449.3269
2010-07-30,463.5162
2010-08-02,480.0703
2010-08-03,459.5748
2010-08-04,460.363
2010-08-05,474.5523
2010-08-06,475.3406
2010-08-09,472.9757
2010-08-10,474.5523
2010-08-11,464.3045
2010-08-12,460.363
2010-08-13,465.0928
2010-08-16,491.1064
2010-08-17,481.6469
2010-08-18,482.4352
2010-08-19,480.0703
2010-08-20,487.9533
2010-08-23,507.6606
2010-08-24,504.5075
2010-08-25,502.1425
2010-08-26,495.8362
2010-08-27,491.8947
2010-08-30,491.8947
2010-08-31,461.1513
2010-09-01,469.8225
2010-09-02,465.0928
2010-09-03,484.8001
2010-09-06,491.8947
2010-09-07,513.1787
2010-09-08,509.2372
2010-09-09,517.9084
2010-09-10,528.1562
2010-09-13,564.4177
2010-09-14,595.1611
2010-09-15,575.4537
2010-09-16,577.0303
2010-09-17,588.0665
2010-09-20,575.4537
2010-09-21,565.2059
2010-09-23,580.1835
2010-09-24,570.724
2010-09-27,569.1474
2010-09-28,565.2059
2010-09-29,565.2059
2010-09-30,558.8997
2010-10-01,557.323
2010-10-04,550.2285
2010-10-05,550.2285
2010-10-06,566.7826
2010-10-07,573.0889
2010-10-08,561.2645
2010-10-11,563.6295
2010-10-12,551.0166
2010-10-13,527.3679
2010-10-14,539.1923
2010-10-15,528.1562
2010-10-18,491.8947
2010-10-19,503.7191
2010-10-20,528.9445
2010-10-21,545.4987
2010-10-22,533.6742
2010-10-25,528.9445
2010-10-26,532.886
2010-10-27,532.886
2010-10-28,558.1113
2010-10-29,544.7103
2010-11-01,582.5483
2010-11-02,581.7602
2010-11-03,587.2781
2010-11-04,595.9494
2010-11-05,599.1026
2010-11-08,610.1386
2010-11-09,612.5035
2010-11-10,614.8683
2010-11-11,602.2557
2010-11-12,602.2557
2010-11-15,614.0801
2010-11-16,628.2694
2010-11-17,622.7514
2010-11-18,632.9991
2010-11-19,651.9182
2010-11-22,690.5445
2010-11-23,680.2968
2010-11-24,651.9182
2010-11-25,666.1074
2010-11-26,659.0128
2010-11-29,666.1074
2010-11-30,666.1074
2010-12-01,677.9319
2010-12-02,703.1573
2010-12-03,696.0626
2010-12-06,694.486
2010-12-07,682.6617
2010-12-08,690.5445
2010-12-09,686.6031
2010-12-10,707.0987
2010-12-13,709.4636
2010-12-14,716.5582
2010-12-15,711.8285
2010-12-16,703.9455
2010-12-17,687.3914
2010-12-20,681.8734
2010-12-21,692.1211
2010-12-22,720.4997
2010-12-23,720.4997
2010-12-24,709.4636
2010-12-27,709.4636
2010-12-28,703.9455
2010-12-29,693.6976
2010-12-30,707.887
2010-12-31,709.4636
2011-01-03,726.0177
2011-01-04,724.4412
2011-01-05,706.3103
2011-01-06,714.9816
2011-01-07,701.5806
2011-01-10,701.5806
2011-01-11,704.7338
2011-01-12,691.3328
2011-01-13,681.8734
2011-01-14,668.4724
2011-01-17,691.3328
2011-01-18,689.7563
2011-01-19,701.5806
2011-01-20,704.7338
2011-01-21,700.0041
2011-01-24,705.5221
2011-01-25,730.7473
2011-01-26,748.8782
2011-01-27,768.5855
2011-01-28,771.7387
2011-02-08,780.4099
2011-02-09,782.7748
2011-02-10,748.0899
2011-02-11,731.5358
2011-02-14,740.9953
2011-02-15,767.0089
2011-02-16,763.8558
2011-02-17,759.9142
2011-02-18,782.7748
2011-02-21,788.2928
2011-02-22,780.4099
2011-02-23,782.7748
2011-02-24,785.9279
2011-02-25,839.5318
2011-03-01,859.2391
2011-03-02,867.1221
2011-03-03,867.1221
2011-03-04,878.9464
2011-03-07,855.2979
2011-03-08,867.1221
2011-03-09,886.8295
2011-03-10,863.1807
2011-03-11,815.8831
2011-03-14,808.0002
2011-03-15,760.7026
2011-03-16,811.9417
2011-03-17,796.1758
2011-03-18,819.8245
2011-03-21,819.8245
2011-03-22,819.8245
2011-03-23,796.1758
2011-03-24,827.7075
2011-03-25,835.5905
2011-03-28,831.6489
2011-03-29,851.3563
2011-03-30,863.1807
2011-03-31,906.5367
2011-04-01,898.6537
2011-04-06,945.9514
2011-04-07,945.9514
2011-04-08,914.4198
2011-04-11,945.9514
2011-04-12,906.5367
2011-04-13,926.2441
2011-04-14,961.7173
2011-04-15,961.7173
2011-04-18,961.7173
2011-04-19,949.8928
2011-04-20,997.1906
2011-04-21,989.3074
2011-04-22,989.3074
2011-04-25,1009.015
2011-04-26,1012.9563
2011-04-27,1001.1318
2011-04-28,1024.7808
2011-04-29,1024.7808
2011-05-03,953.8344
2011-05-04,949.8928
2011-05-05,985.3661
2011-05-06,969.6002
2011-05-09,953.8344
2011-05-10,930.1856
2011-05-11,926.2441
2011-05-12,977.4832
2011-05-13,945.9514
2011-05-16,914.4198
2011-05-17,922.3027
2011-05-18,934.127
2011-05-19,945.9514
2011-05-20,949.8928
2011-05-23,942.0099
2011-05-24,922.3027
2011-05-25,914.4198
2011-05-26,942.0099
2011-05-27,930.1856
2011-05-30,922.3027
2011-05-31,961.7173
2011-06-01,981.4246
2011-06-02,949.8928
2011-06-03,977.4832
2011-06-07,1012.9563
2011-06-08,985.3661
2011-06-09,985.3661
2011-06-10,918.3611
2011-06-13,855.2979
2011-06-14,906.5367
2011-06-15,843.4733
2011-06-16,785.9279
2011-06-17,786.7163
2011-06-20,785.9279
2011-06-21,804.0588
2011-06-22,847.4147
2011-06-23,859.2391
2011-06-24,835.5905
2011-06-27,835.5905
2011-06-28,819.8245
2011-06-29,779.6216
2011-06-30,761.4909
2011-07-01,796.1758
2011-07-04,831.6489
2011-07-05,835.5905
2011-07-06,863.1807
2011-07-07,804.0588
2011-07-08,764.644
2011-07-11,774.8918
2011-07-12,721.288
2011-07-13,685.8148
2011-07-14,732.324
2011-07-15,714.9816
2011-07-18,686.6031
2011-07-19,703.9455
2011-07-20,752.9586
2011-07-21,794.4058
2011-07-22,796.1328
2011-07-25,792.6788
2011-07-26,837.58
2011-07-27,830.6721
2011-07-28,777.9996
2011-07-29,740.8698
2011-08-01,742.5967
2011-08-02,775.4091
2011-08-03,752.0951
2011-08-04,735.6888
2011-08-05,689.0607
2011-08-08,687.3337
2011-08-09,678.6988
2011-08-10,708.0573
2011-08-11,712.3747
2011-08-12,690.7876
2011-08-15,714.1017
2011-08-16,714.1017
2011-08-17,691.6511
2011-08-18,667.4736
2011-08-19,620.8454
2011-08-22,611.3471
2011-08-23,646.7499
2011-08-24,638.9786
2011-08-25,647.6135
2011-08-26,662.2926
2011-08-29,663.1561
