Price,AdjClose
Ticker,2379.TW
Date,
2000-01-04,21.785356521606445
2000-01-05,23.04827308654785
2000-01-06,22.258947372436523
2000-01-07,22.337873458862305
2000-01-10,22.337873458862305
2000-01-11,22.49574089050293
2000-01-12,23.995458602905273
2000-01-13,23.995458602905273
2000-01-14,25.100507736206055
2000-01-17,26.679168701171875
2000-01-18,27.942075729370117
2000-01-19,26.363426208496094
2000-01-20,26.52129554748535
2000-01-21,26.994890213012695
2000-01-24,27.942075729370117
2000-01-25,27.310619354248047
2000-01-26,26.52129554748535
2000-01-27,25.258373260498047
2000-01-28,25.57410430908203
2000-01-31,26.363426208496094
2000-02-01,26.679168701171875
2000-02-02,26.679168701171875
2000-02-03,26.679168701171875
2000-02-04,26.679168701171875
2000-02-07,26.679168701171875
2000-02-08,26.679168701171875
2000-02-09,26.047706604003906
2000-02-10,25.88983154296875
2000-02-11,26.205568313598633
2000-02-14,25.41623878479004
2000-02-15,26.047706604003906
2000-02-16,26.205568313598633
2000-02-17,26.205568313598633
2000-02-18,26.205568313598633
2000-02-21,24.78478240966797
2000-02-22,24.626914978027344
2000-02-23,24.78478240966797
2000-02-24,24.46904945373535
2000-02-25,24.1533260345459
2000-02-28,24.1533260345459
2000-02-29,23.995458602905273
2000-03-01,24.1533260345459
2000-03-02,24.46904945373535
2000-03-03,26.047706604003906
2000-03-06,27.152759552001953
2000-03-07,28.57353973388672
2000-03-08,30.467918395996094
2000-03-09,29.99431800842285
2000-03-10,29.99431800842285
2000-03-13,28.099943161010742
2000-03-14,29.6785945892334
2000-03-15,27.784208297729492
2000-03-16,27.626354217529297
2000-03-17,28.099943161010742
2000-03-20,27.152759552001953
2000-03-21,29.047134399414062
2000-03-22,30.941516876220703
2000-03-23,32.5201530456543
2000-03-24,33.15162658691406
2000-03-27,33.30948257446289
2000-03-28,35.51959991455078
2000-03-29,34.88813018798828
2000-03-30,34.098819732666016
2000-03-31,34.57240295410156
2000-04-03,34.57240295410156
2000-04-04,34.57240295410156
2000-04-05,39.46621322631836
2000-04-06,38.361167907714844
2000-04-07,41.04487228393555
2000-04-10,44.51789093017578
2000-04-11,42.7813720703125
2000-04-12,39.93980407714844
2000-04-13,37.413978576660156
2000-04-14,36.151058197021484
2000-04-17,35.8353157043457
2000-04-18,38.20330047607422
2000-04-19,37.729698181152344
2000-04-20,38.83475875854492
2000-04-21,39.150489807128906
2000-04-24,36.4667854309082
2000-04-25,35.8353157043457
2000-04-26,35.677452087402344
2000-04-27,37.413978576660156
2000-04-28,39.150489807128906
2000-05-01,39.150489807128906
2000-05-02,37.57183074951172
2000-05-03,35.99318313598633
2000-05-04,33.625213623046875
2000-05-05,35.8353157043457
2000-05-08,37.729698181152344
2000-05-09,37.729698181152344
2000-05-10,37.413978576660156
2000-05-11,37.729698181152344
2000-05-12,37.729698181152344
2000-05-15,36.4667854309082
2000-05-16,38.045433044433594
2000-05-17,40.57126235961914
2000-05-18,42.46565246582031
2000-05-19,42.46565246582031
2000-05-22,40.09767532348633
2000-05-23,40.09767532348633
2000-05-24,37.57183074951172
2000-05-25,35.677452087402344
2000-05-26,36.782508850097656
2000-05-29,36.308921813964844
2000-05-30,36.308921813964844
2000-05-31,38.992610931396484
2000-06-01,38.045433044433594
2000-06-02,39.93980407714844
2000-06-05,43.57071304321289
2000-06-06,43.57071304321289
2000-06-07,46.41227340698242
2000-06-08,44.0443000793457
2000-06-09,44.99148178100586
2000-06-12,46.57011795043945
2000-06-13,44.99148178100586
2000-06-14,44.36001968383789
2000-06-15,44.8336181640625
2000-06-16,44.2021484375
2000-06-19,44.2021484375
2000-06-20,43.72855758666992
2000-06-21,43.57071304321289
2000-06-22,44.0443000793457
2000-06-23,43.88643264770508
2000-06-26,42.62350845336914
2000-06-27,42.46565246582031
2000-06-28,42.30778503417969
2000-06-29,40.72914505004883
2000-06-30,40.57126235961914
2000-07-03,39.308353424072266
2000-07-04,37.09823989868164
2000-07-05,39.62406921386719
2000-07-06,37.88756561279297
2000-07-07,38.676883697509766
2000-07-10,38.51902770996094
2000-07-11,39.150489807128906
2000-07-12,40.887001037597656
2000-07-13,43.412837982177734
2000-07-14,46.0965461730957
2000-07-17,45.93866729736328
2000-07-18,42.7813720703125
2000-07-19,42.7813720703125
2000-07-20,43.88643264770508
2000-07-21,44.36001968383789
2000-07-24,42.46565246582031
2000-07-25,41.04487228393555
2000-07-26,42.10772705078125
2000-07-27,42.99421310424805
2000-07-28,42.99421310424805
2000-07-31,42.772586822509766
2000-08-01,42.99421310424805
2000-08-02,42.55098342895508
2000-08-03,41.66449737548828
2000-08-04,41.66449737548828
2000-08-07,38.7834358215332
2000-08-08,39.89153289794922
2000-08-09,42.55098342895508
2000-08-10,43.88069152832031
2000-08-11,44.9887809753418
2000-08-14,44.9887809753418
2000-08-15,46.540130615234375
2000-08-16,46.31850814819336
2000-08-17,49.42117691040039
2000-08-18,49.64280319213867
2000-08-21,49.86442565917969
2000-08-22,47.869842529296875
2000-08-23,47.869842529296875
2000-08-24,48.97794723510742
2000-08-25,50.52927780151367
2000-08-28,49.199562072753906
2000-08-29,52.52385711669922
2000-08-30,51.8589973449707
2000-08-31,51.8589973449707
2000-09-01,49.42117691040039
2000-09-04,51.41575622558594
2000-09-05,50.52927780151367
2000-09-06,47.869842529296875
2000-09-07,48.534706115722656
2000-09-08,45.21040344238281
2000-09-11,45.65364074707031
2000-09-12,45.65364074707031
2000-09-13,48.534706115722656
2000-09-14,45.21040344238281
2000-09-15,43.43745422363281
2000-09-18,41.886112213134766
2000-09-19,41.66449737548828
2000-09-20,39.00505065917969
2000-09-21,36.56724548339844
2000-09-22,36.124000549316406
2000-09-25,37.23210144042969
2000-09-26,37.67533874511719
2000-09-27,38.11857986450195
2000-09-28,35.459136962890625
2000-09-29,33.02133560180664
2000-10-02,28.69974708557129
2000-10-03,29.364604949951172
2000-10-04,28.3673152923584
2000-10-05,30.251079559326172
2000-10-06,32.356468200683594
2000-10-09,32.46727752685547
2000-10-10,32.46727752685547
2000-10-11,31.802425384521484
2000-10-12,30.91594696044922
2000-10-13,30.805131912231445
2000-10-16,30.805131912231445
2000-10-17,26.705169677734375
2000-10-18,24.932212829589844
2000-10-19,23.270065307617188
2000-10-20,24.821401596069336
2000-10-23,24.378164291381836
2000-10-24,26.04030990600586
2000-10-25,27.813262939453125
2000-10-26,29.586231231689453
2000-10-27,29.586231231689453
2000-10-30,27.59164810180664
2000-10-31,26.705169677734375
2000-11-01,25.818693161010742
2000-11-02,27.037601470947266
2000-11-03,28.034889221191406
2000-11-06,26.26192855834961
2000-11-07,28.034889221191406
2000-11-08,29.91864776611328
2000-11-09,31.913225173950195
2000-11-10,32.799705505371094
2000-11-13,30.583505630493164
2000-11-14,30.91594696044922
2000-11-15,30.361896514892578
2000-11-16,28.3673152923584
2000-11-17,29.253795623779297
2000-11-20,26.04030990600586
2000-11-21,27.813262939453125
2000-11-22,29.142974853515625
2000-11-23,31.02675437927246
2000-11-24,32.134857177734375
2000-11-27,31.913225173950195
2000-11-28,30.805131912231445
