Date,AdjClose
2006-06-30,64.1322
2006-07-31,58.3357
2006-08-31,71.7664
2006-09-29,85.8891
2006-10-31,93.5269
2006-11-30,93.3828
2006-12-29,112.5493
2007-01-31,113.2698
2007-02-27,106.3526
2007-03-30,108.226
2007-04-30,90.9329
2007-05-31,104.0468
2007-06-29,113.8463
2007-07-31,106.0644
2007-08-31,89.2352
2007-09-28,127.7686
2007-10-31,131.8247
2007-11-30,106.4738
2007-12-31,89.2352
2008-01-31,61.1802
2008-02-29,69.6305
2008-03-31,60.8422
2008-04-30,66.4194
2008-05-30,59.6591
2008-06-30,47.4907
2008-07-31,47.8287
2008-08-29,53.2369
2008-09-30,39.4654
2008-10-31,31.689
2008-11-28,26.7898
2008-12-31,30.0171
2009-01-21,26.4788
2009-02-27,31.4946
2009-03-31,34.9551
2009-04-30,35.3828
2009-05-27,40.0487
2009-06-30,35.5383
2009-07-31,38.358
2009-08-31,37.5533
2009-09-30,40.7721
2009-10-30,49.4005
2009-11-30,50.2946
2009-12-31,55.4358
2010-01-04,54.5416
2010-01-05,54.5416
2010-01-06,54.5416
2010-01-07,53.6475
2010-01-08,53.6475
2010-01-11,53.424
2010-01-12,54.7652
2010-01-13,53.6475
2010-01-14,54.3181
2010-01-15,57.8946
2010-01-18,61.9182
2010-01-19,61.0241
2010-01-20,62.1417
2010-01-21,59.9064
2010-01-22,55.8828
2010-01-25,59.4593
2010-01-26,57.0005
2010-01-27,58.5652
2010-01-28,58.1181
2010-01-29,56.5534
2010-02-01,54.7652
2010-02-02,55.4358
2010-02-03,57.0005
2010-02-04,55.8828
2010-02-05,52.7534
2010-02-08,54.0946
2010-02-09,54.5416
2010-02-10,55.4358
2010-02-22,56.5534
2010-02-23,55.8828
2010-02-24,54.7652
2010-02-25,53.424
2010-02-26,50.7416
2010-03-01,52.5299
2010-03-02,52.5299
2010-03-03,52.0828
2010-03-04,51.4122
2010-03-05,51.8593
2010-03-08,53.2005
2010-03-09,52.5299
2010-03-10,51.8593
2010-03-11,51.4122
2010-03-12,51.4122
2010-03-15,50.5181
2010-03-16,50.9651
2010-03-17,52.9769
2010-03-18,52.7534
2010-03-19,52.5299
2010-03-22,51.4122
2010-03-23,50.9651
2010-03-24,50.9651
2010-03-25,52.7534
2010-03-26,52.3063
2010-03-29,52.9769
2010-03-30,52.3063
2010-03-31,52.0828
2010-04-01,55.6593
2010-04-02,56.5534
2010-04-06,58.1181
2010-04-07,58.1181
2010-04-08,56.3299
2010-04-09,58.3417
2010-04-12,57.6711
2010-04-13,57.224
2010-04-14,57.6711
2010-04-15,57.6711
2010-04-16,57.6711
2010-04-19,57.224
2010-04-20,58.1181
2010-04-21,60.577
2010-04-22,60.577
2010-04-23,59.9064
2010-04-26,60.3535
2010-04-27,60.1299
2010-04-28,60.8005
2010-04-29,59.9064
2010-04-30,58.5652
2010-05-03,57.6711
2010-05-04,58.1181
2010-05-05,55.8828
2010-05-06,55.4358
2010-05-07,56.1064
2010-05-10,58.1181
2010-05-11,56.777
2010-05-12,57.0005
2010-05-13,58.1181
2010-05-14,57.6711
2010-05-17,55.6593
2010-05-18,55.4358
2010-05-19,54.9887
2010-05-20,53.8711
2010-05-21,52.5299
2010-05-24,53.2005
2010-05-25,50.071
2010-05-26,51.1887
2010-05-27,51.8593
2010-05-28,52.7534
2010-05-31,52.0828
2010-06-01,51.4122
2010-06-02,50.2946
2010-06-03,51.8593
2010-06-04,51.1887
2010-06-07,47.6122
2010-06-08,47.3882
2010-06-09,45.6
2010-06-10,48.0588
2010-06-11,48.2823
2010-06-14,49.1764
2010-06-15,49.1764
2010-06-17,49.4
2010-06-18,49.4
2010-06-21,52.7529
2010-06-22,52.7529
2010-06-23,51.6352
2010-06-24,51.4117
2010-06-25,50.2941
2010-06-28,50.5176
2010-06-29,49.6235
2010-06-30,48.0588
2010-07-01,46.9411
2010-07-02,47.3882
2010-07-05,48.2823
2010-07-06,49.6235
2010-07-07,50.2941
2010-07-08,50.5176
2010-07-09,50.7411
2010-07-12,49.6235
2010-07-13,49.4
2010-07-14,50.2941
2010-07-15,49.847
2010-07-16,48.2823
2010-07-19,47.6117
2010-07-20,48.7294
2010-07-21,47.6117
2010-07-22,47.3882
2010-07-23,47.8352
2010-07-26,49.4
2010-07-27,48.9529
2010-07-28,49.1764
2010-07-29,48.9529
2010-07-30,48.7294
2010-08-02,51.8588
2010-08-03,52.5294
2010-08-04,52.0823
2010-08-05,53.1999
2010-08-06,54.5411
2010-08-09,53.647
2010-08-10,52.9764
2010-08-11,50.7411
2010-08-12,49.847
2010-08-13,50.0705
2010-08-16,49.847
2010-08-17,50.0705
2010-08-18,50.2941
2010-08-19,50.9647
2010-08-20,50.7411
2010-08-23,49.6235
2010-08-24,48.9529
2010-08-25,50.7242
2010-08-26,50.8268
2010-08-27,50.3134
2010-08-30,50.5701
2010-08-31,47.1303
2010-09-01,47.7464
2010-09-02,48.4138
2010-09-03,49.1326
2010-09-06,48.2598
2010-09-07,47.5411
2010-09-08,47.4384
2010-09-09,47.079
2010-09-10,47.3357
2010-09-13,50.6215
2010-09-14,51.3402
2010-09-15,52.6237
2010-09-16,52.367
2010-09-17,51.8536
2010-09-20,51.2375
2010-09-21,51.5969
2010-09-23,51.3402
2010-09-24,51.1349
2010-09-27,50.7242
2010-09-28,50.7755
2010-09-29,50.9295
2010-09-30,50.8268
2010-10-01,50.1081
2010-10-04,49.954
2010-10-05,49.8514
2010-10-06,50.1081
2010-10-07,49.8514
2010-10-08,50.1081
2010-10-11,49.954
2010-10-12,48.9272
2010-10-13,49.5433
2010-10-14,49.5947
2010-10-15,49.492
2010-10-18,47.9004
2010-10-19,47.7464
2010-10-20,48.5679
2010-10-21,48.1571
2010-10-22,48.4138
2010-10-25,49.646
2010-10-26,49.3893
2010-10-27,49.2866
2010-10-28,49.8514
2010-10-29,49.0813
2010-11-01,49.1326
2010-11-02,49.3893
2010-11-03,48.9272
2010-11-04,49.2866
2010-11-05,51.2889
2010-11-08,51.0835
2010-11-09,51.5969
2010-11-10,52.367
2010-11-11,51.8536
2010-11-12,50.6728
2010-11-15,50.2621
2010-11-16,51.5969
2010-11-17,51.3402
2010-11-18,51.3402
2010-11-19,51.0835
2010-11-22,51.8536
2010-11-23,51.1349
2010-11-24,50.8268
2010-11-25,51.5969
2010-11-26,51.5969
2010-11-29,51.3402
2010-11-30,51.3402
2010-12-01,52.367
2010-12-02,51.8536
2010-12-03,53.1371
2010-12-06,54.4206
2010-12-07,53.9072
2010-12-08,52.8804
2010-12-09,53.6505
2010-12-10,53.9072
2010-12-13,53.3938
2010-12-14,56.9877
2010-12-15,57.2444
2010-12-16,59.0413
2010-12-17,59.8114
2010-12-20,60.5815
2010-12-21,60.8382
2010-12-22,61.0949
2010-12-23,61.865
2010-12-24,61.6083
2010-12-27,61.6083
2010-12-28,59.8114
2010-12-29,58.2712
2010-12-30,59.8114
2010-12-31,60.0681
2011-01-03,59.298
2011-01-04,59.5547
2011-01-05,58.0145
2011-01-06,58.0145
2011-01-07,58.2712
2011-01-10,57.7578
2011-01-11,59.298
2011-01-12,58.7846
2011-01-13,58.5279
2011-01-14,58.5279
2011-01-17,59.298
2011-01-18,58.5279
2011-01-19,60.8382
2011-01-20,61.0949
2011-01-21,60.5815
2011-01-24,59.5547
2011-01-25,59.298
2011-01-26,60.8382
2011-01-27,59.8114
2011-01-28,60.3248
2011-02-08,59.8114
2011-02-09,57.7578
2011-02-10,56.9877
2011-02-11,55.4475
2011-02-14,55.4475
2011-02-15,56.9877
2011-02-16,57.2444
2011-02-17,56.2176
2011-02-18,57.5011
2011-02-21,56.731
2011-02-22,55.4475
2011-02-23,53.3938
2011-02-24,53.6505
2011-02-25,54.4206
2011-03-01,57.7578
2011-03-02,57.5011
2011-03-03,60.5815
2011-03-04,59.8114
2011-03-07,59.5547
2011-03-08,59.0413
2011-03-09,60.3248
2011-03-10,59.0413
2011-03-11,58.5279
2011-03-14,56.4743
2011-03-15,53.9072
2011-03-16,55.1908
2011-03-17,54.6773
2011-03-18,53.9072
2011-03-21,54.6773
2011-03-22,55.7042
2011-03-23,55.7042
2011-03-24,56.731
2011-03-25,55.7042
2011-03-28,54.4206
2011-03-29,55.4475
2011-03-30,56.4743
2011-03-31,57.5011
2011-04-01,58.0145
2011-04-06,59.0413
2011-04-07,59.5547
2011-04-08,59.298
2011-04-11,60.0681
2011-04-12,59.0413
2011-04-13,60.8382
2011-04-14,61.6083
2011-04-15,61.0949
2011-04-18,65.2021
2011-04-19,65.7155
2011-04-20,70.0794
2011-04-21,68.7959
2011-04-22,68.7959
2011-04-25,68.7959
2011-04-26,69.8227
2011-04-27,69.3093
2011-04-28,69.0526
2011-04-29,70.3361
2011-05-03,71.6196
2011-05-04,75.9835
2011-05-05,74.4433
2011-05-06,75.7268
2011-05-09,75.2134
2011-05-10,74.1866
2011-05-11,69.0526
2011-05-12,71.6196
2011-05-13,70.3361
2011-05-16,68.0258
2011-05-17,68.0258
2011-05-18,66.4856
2011-05-19,67.2557
2011-05-20,69.0526
2011-05-23,70.0794
2011-05-24,68.2825
2011-05-25,66.7423
2011-05-26,67.5124
2011-05-27,66.7423
2011-05-30,67.5124
2011-05-31,71.1062
2011-06-01,73.4165
2011-06-02,71.8763
2011-06-03,72.3897
2011-06-07,72.9031
2011-06-08,70.8495
2011-06-09,71.3629
2011-06-10,66.999
2011-06-13,62.3784
2011-06-14,62.6351
2011-06-15,63.4052
2011-06-16,62.6351
2011-06-17,61.6083
2011-06-20,59.5547
2011-06-21,61.0949
2011-06-22,61.865
2011-06-23,60.3248
2011-06-24,60.8382
2011-06-27,60.3248
2011-06-28,60.5815
2011-06-29,61.3516
2011-06-30,61.0949
2011-07-01,65.2021
2011-07-04,63.9186
2011-07-05,63.6619
2011-07-06,64.9454
2011-07-07,61.6083
2011-07-08,61.3516
2011-07-11,62.6351
2011-07-12,62.6351
2011-07-13,64.1753
2011-07-14,63.6619
2011-07-15,61.0949
2011-07-18,62.1217
2011-07-19,64.6887
2011-07-20,68.7959
2011-07-21,68.5392
2011-07-22,68.2825
2011-07-25,72.133
2011-07-26,74.1866
2011-07-27,73.1599
