Price,AdjClose
Ticker,QQQ
Date,
2000-01-03,79.92741394042969
2000-01-04,74.44428253173828
2000-01-05,72.5462646484375
2000-01-06,67.5639877319336
2000-01-07,75.92047119140625
2000-01-10,78.02940368652344
2000-01-11,74.23332977294922
2000-01-12,72.5989990234375
2000-01-13,76.97494506835938
2000-01-14,78.76750946044922
2000-01-18,79.18929290771484
2000-01-19,80.98188018798828
2000-01-20,80.19105529785156
2000-01-21,81.19276428222656
2000-01-24,77.29132843017578
2000-01-25,78.45115661621094
2000-01-26,75.28778839111328
2000-01-27,76.39500427246094
2000-01-28,72.5462646484375
2000-01-31,75.65685272216797
2000-02-01,77.68670654296875
2000-02-02,78.34574127197266
2000-02-03,81.40367126464844
2000-02-04,81.95726013183594
2000-02-07,83.09077453613281
2000-02-08,86.57044219970703
2000-02-09,83.51255798339844
2000-02-10,86.25410461425781
2000-02-11,84.25067901611328
2000-02-14,84.14523315429688
2000-02-15,84.75154876708984
2000-02-16,84.35612487792969
2000-02-17,86.148681640625
2000-02-18,83.03802490234375
2000-02-22,83.30164337158203
2000-02-23,87.94125366210938
2000-02-24,89.8392562866211
2000-02-25,87.78309631347656
2000-02-28,87.73038482666016
2000-02-29,90.05017852783203
2000-03-01,90.78826904296875
2000-03-02,88.68594360351562
2000-03-03,93.68798828125
2000-03-06,94.42615509033203
2000-03-07,93.00260925292969
2000-03-08,93.84617614746094
2000-03-09,97.0095443725586
2000-03-10,96.58778381347656
2000-03-13,94.05707550048828
2000-03-14,90.57735443115234
2000-03-15,86.78135681152344
2000-03-16,91.73728942871094
2000-03-17,93.47711181640625
2000-03-20,90.84101867675781
2000-03-21,94.26793670654297
2000-03-22,96.16594696044922
2000-03-23,97.85308074951172
2000-03-24,99.17115783691406
2000-03-27,99.32933807373047
2000-03-28,96.79865264892578
2000-03-29,92.79170989990234
2000-03-30,90.47193145751953
2000-03-31,92.36993408203125
2000-04-03,86.83404541015625
2000-04-04,85.99050903320312
2000-04-05,84.46157836914062
2000-04-06,86.46501159667969
2000-04-07,89.9447021484375
2000-04-10,84.46157836914062
2000-04-11,82.45809173583984
2000-04-12,77.60762023925781
2000-04-13,74.23332977294922
2000-04-14,67.80126953125
2000-04-17,75.6041488647461
2000-04-18,77.60762023925781
2000-04-19,75.23511505126953
2000-04-20,73.6007308959961
2000-04-24,71.49180603027344
2000-04-25,76.31593322753906
2000-04-26,73.70613861083984
2000-04-27,76.97494506835938
2000-04-28,79.92741394042969
2000-05-01,80.66549682617188
2000-05-02,76.02595520019531
2000-05-03,75.18236541748047
