date,RawClose
2003-08-01,106.0
2003-08-04,105.5
2003-08-05,101.0
2003-08-06,99.0
2003-08-07,99.5
2003-08-08,104.5
2003-08-11,105.5
2003-08-12,104.0
2003-08-13,111.0
2003-08-14,118.0
2003-08-15,123.0
2003-08-18,121.5
2003-08-19,119.0
2003-08-20,116.5
2003-08-21,121.5
2003-08-22,119.0
2003-08-25,123.0
2003-08-26,120.0
2003-08-27,119.5
2003-08-28,118.0
2003-08-29,122.0
2003-09-01,119.0
2003-09-02,119.5
2003-09-03,117.0
2003-09-04,116.5
2003-09-05,116.0
2003-09-08,116.0
2003-09-09,123.0
2003-09-10,118.0
2003-09-12,118.0
2003-09-15,117.0
2003-09-16,119.0
2003-09-17,122.0
2003-09-18,124.0
2003-09-19,127.0
2003-09-22,122.0
2003-09-23,123.0
2003-09-24,121.5
2003-09-25,120.0
2003-09-26,119.0
2003-09-29,118.0
2003-09-30,116.5
2003-10-01,115.0
2003-10-02,119.0
2003-10-03,118.5
2003-10-06,117.5
2003-10-07,118.0
2003-10-08,118.0
2003-10-09,118.0
2003-10-13,116.5
2003-10-14,114.0
2003-10-15,113.0
2003-10-16,116.5
2003-10-17,114.0
2003-10-20,110.5
2003-10-21,106.5
2003-10-22,104.5
2003-10-23,101.0
2003-10-24,103.5
2003-10-27,101.0
2003-10-28,104.0
2003-10-29,103.5
2003-10-30,103.0
2003-10-31,104.0
2003-11-03,102.5
2003-11-04,102.5
2003-11-05,102.5
2003-11-06,103.5
2003-11-07,103.5
2003-11-10,105.5
2003-11-11,108.5
2003-11-12,108.0
2003-11-13,108.5
2003-11-14,111.0
2003-11-17,107.5
2003-11-18,107.5
2003-11-19,106.5
2003-11-20,107.0
2003-11-21,105.5
2003-11-24,104.5
2003-11-25,104.0
2003-11-26,103.0
2003-11-27,102.5
2003-11-28,102.5
2003-12-01,104.0
2003-12-02,105.5
2003-12-03,104.5
2003-12-04,107.5
2003-12-05,105.0
2003-12-08,104.5
2003-12-09,104.0
2003-12-10,104.5
2003-12-11,106.0
2003-12-12,107.0
2003-12-15,108.0
2003-12-16,106.5
2003-12-17,104.0
2003-12-18,104.0
2003-12-19,104.0
2003-12-22,104.5
2003-12-23,104.5
2003-12-24,105.0
2003-12-25,103.5
2003-12-26,103.5
2003-12-29,103.5
2003-12-30,104.0
2003-12-31,107.0
2004-01-02,109.0
2004-01-05,110.0
2004-01-06,108.0
2004-01-07,110.0
2004-01-08,115.0
2004-01-09,113.5
2004-01-12,116.0
2004-01-13,119.0
2004-01-14,119.0
2004-01-15,118.0
2004-01-16,117.5
2004-01-27,120.0
2004-01-28,117.5
2004-01-29,118.0
2004-01-30,120.5
2004-02-02,118.0
2004-02-03,116.5
2004-02-04,115.5
2004-02-05,116.5
2004-02-06,117.0
2004-02-09,116.0
2004-02-10,114.5
2004-02-11,118.0
2004-02-12,118.0
2004-02-13,116.0
2004-02-16,115.0
2004-02-17,114.5
2004-02-18,116.5
2004-02-19,117.5
2004-02-20,116.5
2004-02-23,117.0
2004-02-24,115.5
2004-02-25,115.5
2004-02-26,117.0
2004-02-27,116.0
2004-03-01,118.0
2004-03-02,119.5
2004-03-03,117.0
2004-03-04,117.5
2004-03-05,116.5
2004-03-08,116.0
2004-03-09,116.0
2004-03-10,113.0
2004-03-11,111.0
2004-03-12,109.0
2004-03-15,108.0
2004-03-16,108.5
2004-03-17,109.5
2004-03-18,111.0
2004-03-19,107.0
2004-03-22,100.0
2004-03-23,95.0
2004-03-24,97.0
2004-03-25,97.0
2004-03-26,95.5
2004-03-29,102.0
2004-03-30,103.0
2004-03-31,101.0
2004-04-01,100.5
2004-04-02,100.5
2004-04-05,103.0
2004-04-06,100.5
2004-04-07,100.0
2004-04-08,98.5
2004-04-09,98.0
2004-04-12,99.0
2004-04-13,98.0
2004-04-14,97.0
2004-04-15,98.0
2004-04-16,98.0
2004-04-19,97.0
2004-04-20,98.0
2004-04-21,97.0
2004-04-22,103.5
2004-04-23,103.0
2004-04-26,100.0
2004-04-27,98.5
2004-04-28,96.5
2004-04-29,95.5
2004-04-30,90.5
2004-05-03,90.0
2004-05-04,91.5
2004-05-05,89.0
2004-05-06,90.5
2004-05-07,93.5
2004-05-10,92.0
2004-05-11,91.5
2004-05-12,93.5
2004-05-13,96.0
2004-05-14,97.5
2004-05-17,93.5
2004-05-18,94.5
2004-05-19,101.0
2004-05-20,98.5
2004-05-21,99.0
2004-05-24,98.0
2004-05-25,98.0
2004-05-26,99.0
2004-05-27,97.5
2004-05-28,97.0
2004-05-31,97.0
2004-06-01,95.5
2004-06-02,93.5
2004-06-03,92.5
2004-06-04,91.5
2004-06-07,93.0
2004-06-08,92.5
2004-06-09,91.0
2004-06-10,89.5
2004-06-11,89.5
2004-06-14,89.5
2004-06-15,89.5
2004-06-16,89.0
2004-06-17,89.5
2004-06-18,88.0
2004-06-21,88.5
2004-06-23,88.5
2004-06-24,89.5
2004-06-25,90.5
2004-06-28,89.5
2004-06-29,89.5
2004-06-30,93.0
2004-07-01,92.0
2004-07-02,90.5
2004-07-05,88.0
2004-07-06,87.5
2004-07-07,85.0
2004-07-08,86.0
2004-07-09,84.5
2004-07-12,85.5
2004-07-13,80.0
2004-07-14,82.5
2004-07-15,82.0
2004-07-16,80.5
2004-07-19,75.0
2004-07-20,72.5
2004-07-21,77.0
2004-07-22,78.0
2004-07-23,80.0
2004-07-26,81.0
2004-07-27,81.5
2004-07-28,82.0
2004-07-29,83.0
2004-07-30,84.5
2004-08-02,82.0
2004-08-03,83.0
2004-08-04,83.0
2004-08-05,88.5
2004-08-06,86.0
2004-08-09,84.5
2004-08-10,84.5
2004-08-11,88.0
2004-08-12,88.5
2004-08-13,88.0
2004-08-16,88.5
2004-08-17,87.0
2004-08-18,88.5
2004-08-19,91.0
2004-08-20,88.5
2004-08-23,87.0
2004-08-26,93.0
2004-08-27,91.0
2004-08-30,94.0
2004-08-31,76.0
2004-09-01,76.5
2004-09-02,74.0
2004-09-03,73.0
2004-09-06,73.5
2004-09-07,73.5
2004-09-08,73.5
2004-09-09,73.5
2004-09-10,74.0
2004-09-13,74.0
2004-09-14,72.0
2004-09-15,71.0
2004-09-16,69.0
2004-09-17,67.0
2004-09-20,69.0
2004-09-21,68.0
2004-09-22,68.5
2004-09-23,69.0
2004-09-24,69.0
2004-09-27,68.0
2004-09-29,67.0
2004-09-30,68.5
2004-10-01,67.5
2004-10-04,69.0
2004-10-05,70.5
2004-10-06,75.0
2004-10-07,77.0
2004-10-08,74.0
2004-10-11,74.5
2004-10-12,74.5
2004-10-13,73.0
2004-10-14,73.0
2004-10-15,71.5
2004-10-18,70.0
2004-10-19,70.0
2004-10-20,69.0
2004-10-21,69.0
2004-10-22,68.5
2004-10-26,67.0
2004-10-27,69.0
2004-10-28,67.5
2004-10-29,67.0
2004-11-01,66.0
2004-11-02,67.0
2004-11-03,68.5
2004-11-04,68.5
2004-11-05,67.0
2004-11-08,65.5
2004-11-09,69.0
2004-11-10,72.0
2004-11-11,70.0
2004-11-12,68.0
