date,RawClose
2006-12-13,259.0
2006-12-19,253.0
2006-12-26,260.0
2006-12-27,253.0
2007-01-02,0.0
2007-01-03,249.0
2007-01-04,245.0
2007-01-05,245.0
2007-01-08,0.0
2007-01-09,245.0
2007-01-10,234.0
2007-01-11,226.0
2007-01-12,216.0
2007-01-15,216.0
2007-01-16,216.0
2007-01-17,216.0
2007-01-18,230.0
2007-01-19,0.0
2007-01-22,221.0
2007-01-23,220.0
2007-01-24,231.0
2007-01-25,250.0
2007-01-26,260.0
2007-01-29,245.0
2007-01-30,234.0
2007-01-31,232.0
2007-02-01,227.0
2007-02-02,221.0
2007-02-05,218.0
2007-02-06,209.0
2007-02-07,203.0
2007-02-08,204.0
2007-02-09,215.0
2007-02-12,255.0
2007-02-13,200.7
2007-02-14,269.0
2007-02-26,260.0
2007-02-27,224.0
2007-03-01,230.0
2007-03-02,234.0
2007-03-03,231.0
2007-03-05,229.0
2007-03-06,229.0
2007-03-07,225.0
2007-03-08,233.0
2007-03-09,265.0
2007-03-12,303.0
2007-03-13,298.0
2007-03-14,288.0
2007-03-15,288.0
2007-03-16,282.0
2007-03-19,280.0
2007-03-20,278.0
2007-03-21,264.0
2007-03-22,264.0
2007-03-23,278.0
2007-03-26,278.0
2007-03-27,281.0
2007-03-28,279.0
2007-03-29,281.0
2007-03-30,280.0
2007-04-02,282.0
2007-04-03,285.0
2007-04-04,280.0
2007-04-09,290.0
2007-04-10,288.0
2007-04-11,290.0
2007-04-12,289.0
2007-04-13,290.0
2007-04-14,290.0
2007-04-16,280.0
2007-04-17,286.0
2007-04-18,287.0
2007-04-19,290.0
2007-04-20,289.0
2007-04-23,296.0
2007-04-24,300.0
2007-04-25,300.0
2007-04-26,303.0
2007-04-27,311.5
2007-04-30,311.5
2007-05-02,308.0
2007-05-03,305.0
2007-05-04,312.0
2007-05-07,310.0
2007-05-08,308.0
2007-05-09,308.0
2007-05-10,305.0
2007-05-11,307.0
2007-05-14,303.0
2007-05-15,305.0
2007-05-16,305.5
2007-05-17,305.0
2007-05-18,297.0
2007-05-21,290.0
2007-05-22,296.5
2007-05-23,300.0
2007-05-24,300.0
2007-05-25,298.0
2007-05-28,295.0
2007-05-29,290.0
2007-05-30,270.0
2007-05-31,288.0
2007-06-01,285.0
2007-06-04,296.0
2007-06-05,293.0
2007-06-06,292.0
2007-06-07,294.0
2007-06-08,290.0
2007-06-11,290.0
2007-06-12,290.0
2007-06-13,291.0
2007-06-14,296.0
2007-06-15,300.0
2007-06-20,304.0
2007-06-21,306.0
2007-06-22,309.0
2007-06-23,301.0
2007-06-25,300.0
2007-06-26,302.0
2007-06-27,305.0
2007-06-28,310.0
2007-06-29,305.0
2007-07-02,310.0
2007-07-03,315.0
2007-07-04,314.0
2007-07-05,370.0
2007-07-06,392.0
2007-07-09,427.0
2007-07-10,421.0
2007-07-11,420.0
2007-07-12,423.0
2007-07-13,415.0
2007-07-16,450.0
2007-07-17,445.0
2007-07-18,422.0
2007-07-19,410.0
2007-07-20,425.0
2007-07-23,420.0
2007-07-24,440.0
2007-07-25,440.0
2007-07-26,430.0
2007-07-27,410.0
2007-07-30,400.0
2007-07-31,400.0
2007-08-01,405.0
2007-08-02,392.0
2007-08-03,385.0
2007-08-06,361.0
2007-08-07,350.0
2007-08-08,360.0
2007-08-09,360.0
2007-08-10,350.0
2007-08-13,360.0
2007-08-14,365.0
2007-08-15,335.0
2007-08-16,318.0
2007-08-17,324.0
2007-08-20,355.0
2007-08-21,354.0
2007-08-22,342.0
2007-08-23,356.0
2007-08-24,350.0
2007-08-27,350.0
2007-08-28,345.0
2007-08-29,350.0
2007-08-30,365.5
2007-08-31,366.5
2007-09-03,264.0
2007-09-04,271.1
2007-09-05,266.0
2007-09-06,270.0
2007-09-07,287.0
2007-09-10,284.0
2007-09-11,280.5
2007-09-12,280.5
2007-09-13,286.0
2007-09-14,289.0
2007-09-17,290.0
2007-09-19,298.0
2007-09-20,288.0
2007-09-21,290.0
2007-09-26,276.0
2007-09-27,283.0
2007-09-28,283.0
2007-09-29,264.55
2007-10-01,293.0
2007-10-02,298.0
2007-10-03,295.0
2007-10-04,290.0
2007-10-05,295.0
2007-10-08,290.0
2007-10-09,287.0
2007-10-11,287.0
2007-10-12,288.0
2007-10-15,286.0
2007-10-16,285.0
2007-10-17,290.0
2007-10-18,295.0
2007-10-19,300.0
2007-10-22,315.0
2007-10-23,320.0
2007-10-24,318.0
2007-10-25,316.0
2007-10-26,314.0
2007-10-29,305.0
2007-10-30,310.0
2007-10-31,311.0
2007-11-01,316.0
2007-11-02,310.0
2007-11-05,310.0
2007-11-06,310.0
2007-11-07,305.0
2007-11-08,303.5
2007-11-09,283.0
2007-11-12,273.0
2007-11-13,273.0
2007-11-14,273.0
2007-11-15,273.0
2007-11-16,273.0
2007-11-19,270.0
2007-11-20,268.0
2007-11-21,271.0
2007-11-22,270.0
2007-11-23,270.0
2007-11-26,273.0
2007-11-27,280.0
2007-11-28,240.0
2007-11-29,280.93
2007-11-30,281.93
2007-12-03,240.0
2007-12-04,240.0
2007-12-05,232.5
2007-12-06,211.0
2007-12-07,216.0
2007-12-10,210.0
2007-12-11,206.0
2007-12-12,220.8
2007-12-13,220.8
2007-12-14,190.5
2007-12-17,205.8
2007-12-18,199.2
2007-12-19,200.0
2007-12-20,200.0
2007-12-21,200.8
2007-12-24,195.8
2007-12-25,200.8
2007-12-26,205.0
2007-12-27,203.0
2007-12-28,208.0
2007-12-31,213.0
2008-01-02,218.0
2008-01-03,215.7
2008-01-04,210.0
2008-01-07,205.0
2008-01-08,207.0
2008-01-09,195.0
2008-01-10,189.0
2008-01-11,180.0
2008-01-14,183.0
2008-01-15,186.5
2008-01-16,180.0
2008-01-17,170.0
2008-01-18,162.0
2008-01-21,174.5
2008-01-22,185.6
2008-01-23,149.0
2008-01-24,147.0
2008-01-25,159.0
2008-01-28,150.0
2008-01-29,147.0
2008-01-30,147.5
2008-01-31,133.0
2008-02-01,137.5
2008-02-12,129.0
2008-02-13,120.0
2008-02-14,128.0
2008-02-15,136.5
2008-02-18,146.0
2008-02-19,156.0
2008-02-20,165.0
2008-02-21,166.0
2008-02-22,159.0
2008-02-25,158.0
2008-02-26,161.0
2008-02-27,160.5
2008-02-29,171.5
2008-03-03,163.0
2008-03-04,166.5
2008-03-05,161.0
2008-03-06,165.0
2008-03-07,160.0
2008-03-10,161.0
2008-03-11,158.0
2008-03-12,161.0
2008-03-13,157.0
2008-03-14,153.0
2008-03-17,144.5
2008-03-18,145.0
2008-03-19,152.0
2008-03-20,150.0
2008-03-21,149.0
2008-03-24,151.0
2008-03-25,155.0
2008-03-26,152.5
2008-03-27,150.0
2008-03-28,157.5
2008-03-31,167.0
2008-04-01,164.0
2008-04-02,166.0
2008-04-03,168.0
2008-04-07,179.5
2008-04-08,182.0
2008-04-09,194.5
2008-04-10,208.0
2008-04-11,213.0
2008-04-14,205.5
2008-04-15,215.5
2008-04-16,218.0
2008-04-17,212.0
2008-04-18,205.0
2008-04-21,212.0
2008-04-22,213.0
2008-04-23,208.0
2008-04-24,214.0
2008-04-25,226.0
2008-04-28,225.0
2008-04-29,222.0
2008-04-30,234.0
2008-05-02,250.0
2008-05-05,267.5
2008-05-06,261.0
2008-05-07,277.0
2008-05-08,277.0
2008-05-09,270.0
2008-05-12,257.0
2008-05-13,265.0
2008-05-14,281.0
2008-05-15,283.0
2008-05-16,278.5
2008-05-19,279.0
2008-05-20,270.5
2008-05-21,283.0
2008-05-22,277.0
2008-05-23,258.0
2008-05-26,240.0
2008-05-27,235.0
2008-05-28,220.0
2008-05-29,218.0
2008-05-30,204.0
2008-06-02,218.0
2008-06-03,223.0
2008-06-04,226.0
2008-06-05,227.0
2008-06-06,233.0
2008-06-09,235.5
2008-06-10,220.0
2008-06-11,227.0
2008-06-12,224.0
2008-06-13,227.0
2008-06-16,223.0
2008-06-17,234.0
2008-06-18,231.0
2008-06-19,242.0
2008-06-20,240.0
2008-06-23,240.5
2008-06-24,247.5
2008-06-25,212.0
2008-06-26,197.5
2008-06-27,184.0
2008-06-30,171.5
2008-07-01,159.5
2008-07-02,168.0
2008-07-03,179.5
2008-07-04,192.0
2008-07-07,184.5
2008-07-08,173.0
2008-07-09,172.0
2008-07-10,165.5
2008-07-11,177.0
2008-07-14,189.0
2008-07-15,183.0
2008-07-16,179.0
2008-07-17,182.5
2008-07-18,181.0
2008-07-21,184.5
2008-07-22,184.0
2008-07-23,186.5
2008-07-24,191.5
2008-07-25,185.0
2008-07-29,182.0
2008-07-30,179.5
2008-07-31,170.0
2008-08-01,163.0
2008-08-04,165.5
2008-08-05,157.0
2008-08-06,151.0
2008-08-07,159.5
2008-08-08,164.0
2008-08-11,175.0
2008-08-12,180.5
2008-08-13,185.0
2008-08-14,182.5
2008-08-15,176.0
2008-08-18,179.0
2008-08-19,184.0
2008-08-20,184.5
2008-08-21,187.0
2008-08-22,184.0
2008-08-25,179.5
2008-08-26,185.0
2008-08-27,197.5
2008-08-28,211.0
2008-08-29,208.0
2008-09-01,208.0
2008-09-02,215.0
2008-09-03,202.0
2008-09-04,200.0
2008-09-05,200.0
2008-09-08,214.0
2008-09-09,199.5
2008-09-10,195.5
2008-09-11,182.0
