date,RawClose
2004-02-11,15.6
2004-02-12,15.3
2004-02-13,15.5
2004-02-16,15.4
2004-02-17,15.3
2004-02-18,15.6
2004-02-19,15.4
2004-02-20,15.4
2004-02-23,15.7
2004-02-24,16.1
2004-02-25,16.6
2004-02-26,17.3
2004-02-27,17.2
2004-03-01,17.3
2004-03-02,17.7
2004-03-03,17.3
2004-03-04,18.5
2004-03-05,18.5
2004-03-08,18.3
2004-03-09,18.1
2004-03-10,17.4
2004-03-11,18.0
2004-03-12,17.9
2004-03-15,16.7
2004-03-16,17.2
2004-03-17,17.1
2004-03-18,18.2
2004-03-19,17.8
2004-03-22,16.6
2004-03-23,15.5
2004-03-24,16.1
2004-03-25,16.3
2004-03-26,16.0
2004-03-29,17.1
2004-03-30,17.5
2004-03-31,17.8
2004-04-01,17.7
2004-04-02,18.0
2004-04-05,18.2
2004-04-06,17.3
2004-04-07,17.6
2004-04-08,17.6
2004-04-09,18.0
2004-04-12,19.2
2004-04-13,18.7
2004-04-14,19.1
2004-04-15,18.5
2004-04-16,18.8
2004-04-19,18.5
2004-04-20,18.9
2004-04-21,19.1
2004-04-22,18.6
2004-04-23,18.2
2004-04-26,17.5
2004-04-27,17.8
2004-04-28,17.0
2004-04-29,15.9
2004-04-30,15.3
2004-05-03,15.2
2004-05-04,16.2
2004-05-05,15.1
2004-05-06,15.7
2004-05-07,15.8
2004-05-10,14.7
2004-05-11,14.3
2004-05-12,14.6
2004-05-13,14.15
2004-05-14,14.2
2004-05-17,13.25
2004-05-18,13.2
2004-05-19,14.1
2004-05-20,13.8
2004-05-21,14.5
2004-05-24,14.7
2004-05-25,14.75
2004-05-26,14.8
2004-05-27,14.55
2004-05-28,14.85
2004-05-31,14.35
2004-06-01,14.1
2004-06-02,13.75
2004-06-03,13.3
2004-06-04,13.7
2004-06-07,14.0
2004-06-08,13.95
2004-06-09,13.85
2004-06-10,13.8
2004-06-11,13.4
2004-06-14,12.85
2004-06-15,13.2
2004-06-16,12.6
2004-06-17,12.95
2004-06-18,12.45
2004-06-21,12.35
2004-06-23,12.7
2004-06-24,12.95
2004-06-25,13.0
2004-06-28,12.7
2004-06-29,12.8
2004-06-30,12.8
2004-07-01,13.15
2004-07-02,12.95
2004-07-05,12.65
2004-07-06,12.85
2004-07-07,13.2
2004-07-08,12.95
2004-07-09,13.5
2004-07-12,13.2
2004-07-13,13.05
